Sample_ID,Truck_Mass_t,Vehicles_Per_Day,Steel_Yield_Strength_MPa,Stress_Amplitude_MPa,SN_Coefficient_C,SN_Exponent_m,Cycles_Per_Day
436,23.16,4148,313,90.29,1.04506E+12,3.1,8296
437,31.42,4122,337.6,86.34,1.0309E+12,3.514,8244
438,30.09,4222,354.8,83.64,8.67993E+11,2.762,8444
439,29.88,4200,308.3,128.12,8.20274E+11,2.679,8400
440,25.61,4186,335.7,116.72,8.23522E+11,3.007,8372
441,25.44,4085,375.1,91.46,1.10603E+12,3.211,8170
442,32.71,4224,378.8,88.55,7.25515E+11,2.663,8448
443,41.09,4269,329.6,96.32,1.10699E+12,2.893,8538
444,23.02,4167,348.4,94.8,1.14725E+12,2.699,8334
445,31.21,4213,349.1,89.38,1.01567E+12,2.661,8426
446,25.8,4208,351,95.2,1.07924E+12,3.067,8416
447,32.71,4288,349.7,110.51,8.64428E+11,2.933,8576
448,30.63,4288,329.3,96.8,9.1811E+11,2.826,8576
449,34.36,4293,384.4,122.05,9.21853E+11,2.862,8586
450,11.23,4132,355.5,101.95,1.25053E+12,2.826,8264
451,24.39,4280,332.7,100.39,9.59587E+11,3.106,8560
452,22.07,4121,359.4,90.51,1.11658E+12,2.973,8242
453,27.35,4084,373.7,117.55,1.04743E+12,3.099,8168
454,23.66,4162,369.3,107.75,7.85525E+11,2.659,8324
455,24.15,4194,408.5,92.86,8.98856E+11,2.791,8388
456,32.09,4291,329.9,84.41,1.10074E+12,3.27,8582
457,39.41,4172,339.8,103.3,1.00946E+12,2.967,8344
458,11.06,4175,327.7,85.52,9.87934E+11,3.173,8350
459,26.14,4119,321,107.58,9.00235E+11,3.238,8238
460,29.87,4191,385.6,96.5,1.26688E+12,2.999,8382
461,28.03,4210,357.9,122.47,1.09388E+12,2.8,8420
462,25.93,4224,352.2,81.42,1.11562E+12,3.06,8448
463,19.88,4185,381.3,120.06,7.36715E+11,3.162,8370
464,22.34,4221,344.2,81.37,9.47278E+11,2.922,8442
465,32.35,4208,318.8,84.06,1.10234E+12,2.915,8416
466,34.45,4097,350.8,124.83,1.04912E+12,2.891,8194
467,28.58,4197,333.8,98.23,7.73205E+11,3.431,8394
468,22.98,4110,319.4,98.94,1.04576E+12,2.922,8220
469,28.57,4241,400.4,74.09,8.27584E+11,3.245,8482
470,26.56,4104,363.1,86.71,1.18377E+12,2.795,8208
471,31.27,4215,370.8,80.41,6.69576E+11,2.983,8430
472,28.71,4318,398.5,94.02,1.03049E+12,3.182,8636
473,24.27,4292,357.1,128.12,1.07385E+12,2.913,8584
474,29.14,4113,373,92.02,9.3807E+11,2.834,8226
475,20.92,4207,344.7,71.38,1.12154E+12,3.227,8414
476,32.92,4107,306.5,88.88,1.27059E+12,2.964,8214
477,35.09,4217,373.4,68.95,9.65804E+11,3.111,8434
478,20.93,4207,389.2,122.38,8.04713E+11,2.942,8414
479,30.53,4152,344,92.09,8.15201E+11,2.735,8304
480,22.05,4129,349.5,93.06,1.23211E+12,3.14,8258
481,34.43,4332,312.1,99.47,1.05832E+12,3.184,8664
482,33.42,4132,325.5,140.42,9.86033E+11,3.083,8264
483,26.62,4327,393.7,108.55,8.56126E+11,2.956,8654
484,33.97,4247,341.3,89.82,1.19424E+12,3.07,8494
485,25.41,4228,335.5,89.96,8.49182E+11,3.146,8456
486,24.14,4215,348.9,87.8,7.87005E+11,2.709,8430
487,24.59,4137,328.3,74.67,9.72641E+11,3.318,8274
488,27.15,4204,323.9,69.97,1.13227E+12,2.973,8408
489,26.06,4160,315.1,128.21,1.03106E+12,3.005,8320
490,28.93,4184,358.6,106.84,7.95589E+11,2.765,8368
491,24.31,4173,340.1,94.03,8.41065E+11,2.932,8346
492,32.59,4168,342.2,99.46,1.01772E+12,3.025,8336
493,34.13,4188,372.4,66.04,1.21433E+12,3.194,8376
494,25.02,4230,404.7,82.89,9.69485E+11,3.068,8460
495,19.44,4189,340.4,99.73,1.16911E+12,2.938,8378
496,32.34,4128,321.8,100.1,8.3208E+11,2.595,8256
497,34.83,4171,324.6,86.15,9.6466E+11,2.993,8342
498,27.02,4243,380.9,93.01,1.16307E+12,3.069,8486
499,20.28,4289,329.2,111.25,9.36952E+11,2.578,8578
500,29.6,4219,366.5,130.95,9.86039E+11,3.449,8438
501,37.15,4183,392.5,103.96,1.16659E+12,2.912,8366
502,16.74,4204,353.9,128.75,9.45306E+11,3.449,8408
503,30.87,4234,350.4,75.41,1.15342E+12,2.996,8468
504,26.12,4141,365.2,87.79,8.30713E+11,2.956,8282
505,22.87,4199,399,91.56,9.83079E+11,3.193,8398
506,30.99,4363,339.2,77.45,9.83103E+11,2.94,8726
507,20.21,4182,355.4,106.21,9.60732E+11,3.007,8364
508,29.78,4089,342.7,82.02,9.52376E+11,2.889,8178
509,35.88,4315,348.4,86.97,9.22542E+11,3.045,8630
510,29.06,4131,325.8,87.76,8.29324E+11,3.078,8262
511,22.74,4232,393.7,75.46,1.16827E+12,3.039,8464
512,17.32,4211,372,131.77,1.06342E+12,3.195,8422
513,20.31,4200,365,91.51,8.87677E+11,2.957,8400
514,16.95,4251,376.6,108.55,9.99011E+11,2.91,8502
515,37.6,4154,369.1,95.72,7.09925E+11,2.811,8308
516,26.5,4291,387.6,82.83,1.1425E+12,2.736,8582
517,21.73,4183,342.1,98.09,1.08111E+12,3.304,8366
518,20.21,4107,350.9,88.52,9.03019E+11,3.251,8214
519,21.6,4207,349.6,95.23,8.87437E+11,2.808,8414
520,25.98,4280,360.5,133.35,1.12966E+12,3.257,8560
521,20.3,4231,321.4,76.68,1.13235E+12,3.407,8462
522,38.06,4209,429.5,60.87,7.75786E+11,2.71,8418
523,23.52,4141,334.6,84.93,1.11324E+12,3.148,8282
524,23.3,4237,353.2,89.17,1.18073E+12,3.206,8474
525,29.85,4260,392.1,77.08,9.54705E+11,2.926,8520
526,36.7,4113,346.3,89.67,9.35651E+11,3.098,8226
527,35.94,4249,377,101.16,9.35214E+11,2.762,8498
528,25.07,4167,386.2,88.58,8.85566E+11,2.715,8334
529,29.53,4100,305.4,83.41,8.96678E+11,3.088,8200
530,28.9,4174,331.8,101.51,1.09702E+12,3.001,8348
531,31.18,4133,362.5,112.2,1.17953E+12,3.128,8266
532,29.53,4184,327.3,122.58,1.05875E+12,2.841,8368
533,22.34,4187,388.2,86.98,9.97159E+11,2.877,8374
534,20.44,4100,387.6,93.97,1.0788E+12,2.989,8200
535,29.05,4213,375.3,132.32,1.1877E+12,3.213,8426
536,20.9,4125,341.2,102.81,1.11893E+12,3.111,8250
537,36.18,4081,341.4,109.79,1.29454E+12,3.029,8162
538,28.24,4178,371.4,86.28,9.12342E+11,3.226,8356
539,21.84,4276,308.6,122.12,8.99947E+11,3.054,8552
540,26.07,4041,332.9,74.78,1.12517E+12,3.165,8082
541,24.96,4212,375.5,81.35,8.55183E+11,3.016,8424
542,27.21,4190,357.1,115.35,9.9686E+11,3.025,8380
543,33.68,4100,317.3,109.78,1.15704E+12,2.868,8200
544,19.33,4237,365.9,103.68,1.04797E+12,2.8,8474
545,16.79,4193,374.7,76.52,1.11808E+12,2.799,8386
546,30.03,4274,342.8,111.43,1.11641E+12,2.72,8548
547,26.94,4009,307.7,65.96,1.12286E+12,2.975,8018
548,28.98,4262,326.9,94.11,1.09437E+12,3.108,8524
549,30.67,4269,353.6,128.74,9.88473E+11,3.351,8538
550,26.91,4276,346.8,108.8,1.13057E+12,3.05,8552
551,32.8,4160,315.9,112.06,1.26629E+12,3.27,8320
552,22.64,4227,338,87.76,9.58975E+11,3.024,8454
553,28.39,4359,344.1,92.69,9.09455E+11,2.985,8718
554,23.02,4235,367.4,104.75,1.15427E+12,2.837,8470
555,21.22,4224,316.4,82.65,9.93437E+11,2.8,8448
556,31.69,4121,328.8,105.45,8.73858E+11,3.242,8242
557,31.41,4193,382.8,139.22,1.10209E+12,3.268,8386
558,16.35,4162,316.3,119.37,8.72709E+11,3.136,8324
559,21.27,4185,295.5,95.41,9.25735E+11,2.981,8370
560,29.75,4126,317,136.42,1.1311E+12,2.735,8252
561,34.42,4287,338.5,103.71,7.73185E+11,2.874,8574
562,24,4193,332.5,104.29,9.90643E+11,3.134,8386
563,26.9,4253,350.8,89.8,1.17683E+12,2.988,8506
564,19.52,4236,346.7,103.33,9.20095E+11,3.274,8472
565,43.06,4048,322.8,123.28,1.16171E+12,3.211,8096
566,30.85,4256,375.8,126.77,1.14806E+12,2.923,8512
567,33.37,4094,328.7,96.09,7.77374E+11,2.711,8188
568,31.95,4190,381,97.33,9.83436E+11,3.272,8380
569,33.6,4301,327,107.93,1.04286E+12,3.023,8602
570,31.65,4178,350.5,91.68,1.17569E+12,2.842,8356
571,25.99,4267,384.4,98.61,9.71723E+11,3.058,8534
572,32.46,4303,342.7,92.26,1.02927E+12,3.094,8606
573,28.47,4129,369.6,73.58,7.97893E+11,2.895,8258
574,35.78,4114,381.9,97.43,9.14232E+11,3.02,8228
575,23.59,4231,315.7,92.4,8.23987E+11,2.916,8462
576,24.75,4188,327.8,123.83,8.63468E+11,2.922,8376
577,31.97,4204,350.6,69.88,8.57588E+11,3.253,8408
578,35.68,4140,315.9,102.34,1.25989E+12,3.02,8280
579,28.87,4274,350.6,82.21,1.02457E+12,3.099,8548
580,23.72,4257,361,86.25,1.16024E+12,2.705,8514
581,27.29,4243,348.8,95.01,1.01695E+12,2.937,8486
582,25.01,4201,336.8,97.76,1.0067E+12,2.876,8402
583,39.38,4270,357,112.04,1.22236E+12,2.873,8540
584,33.39,4170,341.7,95.69,9.53619E+11,2.938,8340
585,35.59,4172,351.2,80.64,9.608E+11,3.015,8344
586,29.81,4180,332.7,90.18,8.23415E+11,2.909,8360
587,24.67,4264,391.7,129.82,1.06484E+12,3.068,8528
588,35.04,4265,388.7,131.02,1.03874E+12,3.021,8530
589,37.92,4163,372.5,88.91,9.98196E+11,2.926,8326
590,31.49,4162,350.3,66.3,1.05457E+12,2.797,8324
591,27.85,4146,369.8,78.54,9.88729E+11,3.218,8292
592,34.49,4182,362.8,73.76,9.23192E+11,3.37,8364
593,25.77,4115,346.6,84.79,9.23796E+11,2.947,8230
594,32.59,4224,385.3,117.06,1.32487E+12,3.069,8448
595,23.73,4118,398.9,89.31,1.039E+12,2.89,8236
596,22.18,4210,291,82.86,1.20337E+12,3.082,8420
597,31.4,4274,372,88.71,9.02964E+11,3.233,8548
598,30.03,4199,361.3,93.29,9.44749E+11,2.937,8398
599,39.43,4191,365,67.85,9.62357E+11,2.949,8382
600,26.32,4138,337.3,87.57,8.74627E+11,2.846,8276
601,28.14,4168,366,123.58,1.03631E+12,3.187,8336
602,21.16,4309,345.2,120.39,9.72603E+11,3.001,8618
603,16.78,4132,315.2,115.93,8.96067E+11,2.951,8264
604,17.32,4138,348.8,95.87,8.40655E+11,3.31,8276
605,30.78,4233,406.2,122.33,1.19432E+12,2.855,8466
606,20.94,4252,351.9,84.24,9.96628E+11,3.116,8504
607,34.76,4361,344.5,91.19,1.24999E+12,3.293,8722
608,36.53,4167,325.2,79.01,8.55177E+11,3.014,8334
609,26.29,4175,386.2,101.45,9.2688E+11,3.121,8350
610,37.95,4235,366.7,94.03,9.62633E+11,3.085,8470
611,29.36,4181,344.5,98.4,1.01028E+12,3.093,8362
612,34.75,4245,394.9,71.29,1.20251E+12,2.922,8490
613,26.65,4282,356.9,100.03,7.50723E+11,2.458,8564
614,33.76,4137,370.4,102.31,8.01071E+11,3.008,8274
615,22.34,4276,342.5,109.47,6.95826E+11,2.967,8552
616,31.74,4129,400.4,91.4,1.00745E+12,3.18,8258
617,25.24,4224,324.4,126.42,1.09716E+12,3.319,8448
618,27.22,4202,383.7,117.26,9.21804E+11,2.873,8404
619,31.79,4175,345.1,78.37,1.26448E+12,2.874,8350
620,29.04,4132,324.3,95.49,7.09946E+11,3.364,8264
621,27.55,4142,369.1,77,1.08192E+12,3.16,8284
622,32.37,4305,329.4,117.28,1.13348E+12,3.36,8610
623,32.82,4125,339.4,84.22,8.14385E+11,3.301,8250
624,19.69,4301,369.3,64.61,9.85335E+11,3.259,8602
625,31.35,4238,379.6,113.49,1.386E+12,2.751,8476
626,32.03,4178,404.5,100.61,1.01533E+12,2.766,8356
627,23.49,4219,347.7,97.83,1.13916E+12,3.28,8438
628,30.31,4255,359.8,81.47,1.16571E+12,3.293,8510
629,20.05,4244,283.9,61.12,1.31795E+12,2.837,8488
630,36.64,4174,352.2,123.93,9.7385E+11,3.096,8348
631,26.57,4260,314.1,128.7,8.27275E+11,3.137,8520
632,27.53,4236,341.7,88.01,1.19771E+12,3.034,8472
633,35.18,4187,348.9,90.18,9.76425E+11,2.933,8374
634,27.14,4186,365.1,64.9,9.13994E+11,2.783,8372
635,31.59,4251,363.9,77.54,1.10387E+12,3.068,8502
636,21.72,4134,371.1,185.84,9.89593E+11,3.076,8268
637,24.58,4230,328.3,96.12,9.67755E+11,2.969,8460
638,19.65,4151,298.3,101.3,9.94043E+11,2.953,8302
639,26.75,4157,391.7,106.68,1.0756E+12,3.117,8314
640,34.19,4361,348.1,109.87,8.65701E+11,2.899,8722
641,29.34,4180,369.7,66.95,1.11981E+12,3.144,8360
642,33.31,4204,332.9,78.3,1.0661E+12,2.762,8408
643,21.84,4130,338.3,82.14,1.11809E+12,3.101,8260
644,22.7,4194,341.3,64.91,1.11877E+12,3.024,8388
645,25.21,4229,344.1,68.39,7.83152E+11,2.735,8458
646,31.44,4086,366.6,75.22,7.32754E+11,2.711,8172
647,30.14,4107,345.5,123.53,9.56058E+11,2.726,8214
648,27.91,4149,345.9,54.52,1.12404E+12,3.239,8298
649,31.74,4150,353.9,112,1.15663E+12,2.93,8300
650,27.09,4259,348.5,89.47,9.29738E+11,3.069,8518
651,27.87,4153,344.8,73.81,9.72599E+11,3.023,8306
652,35.83,4289,387.1,92.55,7.50049E+11,3.096,8578
653,24.48,4202,358.2,116.13,9.08675E+11,3.146,8404
654,29.1,4223,405.4,79.3,9.30412E+11,3.472,8446
655,37.67,4066,359,81.32,9.10483E+11,3.195,8132
656,28.61,4216,331.6,97.31,8.85338E+11,3.169,8432
657,32.24,4344,325.6,94.55,1.21284E+12,3.188,8688
658,24.36,4144,352.6,94.89,1.12971E+12,2.813,8288
659,39.74,4164,325.9,88.25,9.57438E+11,2.918,8328
660,14.5,4256,343.6,90.05,8.67596E+11,3.105,8512
661,21.19,4271,331.7,98.05,1.04564E+12,3.324,8542
662,21.68,4195,385.5,84.94,8.60313E+11,2.66,8390
663,37.72,4274,359.5,89.93,1.00585E+12,3.165,8548
664,30.11,4211,349,79.94,9.54486E+11,2.9,8422
665,26.43,4149,341.8,92.45,1.08294E+12,2.998,8298
666,20.31,4185,329.7,79.28,1.04201E+12,3.422,8370
667,30.18,4257,334.7,69.81,1.19518E+12,2.726,8514
668,28.68,4263,350.8,99.41,8.51606E+11,3.29,8526
669,23.84,4291,386.4,71.23,7.96399E+11,2.645,8582
670,19.05,4197,367.9,112.74,1.15309E+12,3.106,8394
671,21.38,4319,343.1,93.76,8.61385E+11,2.895,8638
672,29.28,4194,356.2,145.92,8.79878E+11,3.105,8388
673,29.87,4265,367.8,83.89,8.02529E+11,3.169,8530
674,28.44,4300,318.9,86.61,8.31903E+11,3.2,8600
675,27.09,4202,354.3,79.09,1.12826E+12,3.115,8404
676,17.39,4209,332.8,97.08,8.41333E+11,3.079,8418
677,28.29,4186,332,115.93,1.16042E+12,2.796,8372
678,21.8,4097,371.6,68.58,9.70398E+11,3.205,8194
679,28.25,4193,366.4,109.31,1.21713E+12,3.151,8386
680,30.79,4278,371.5,93.34,8.62473E+11,3.172,8556
681,23.95,4238,329.1,90.5,1.3799E+12,3.058,8476
682,21.86,4151,357.3,100,1.15947E+12,3.257,8302
683,33.96,4156,371.7,84.63,1.24832E+12,3.237,8312
684,30.11,4130,333.2,94.25,7.93666E+11,2.996,8260
685,24.18,4117,356.1,78.91,8.91784E+11,2.758,8234
686,10,4164,346.3,92.14,9.14194E+11,2.86,8328
687,27.71,4206,390.4,119.75,9.78711E+11,3.076,8412
688,31.77,4234,339.5,114.58,8.35066E+11,3.027,8468
689,34.73,4253,330.1,82.21,1.2498E+12,3.25,8506
690,23.93,4343,362.8,86.48,1.30785E+12,3.007,8686
691,24.14,4261,331.8,95.35,1.18238E+12,3.314,8522
692,25.34,4196,368.3,89.04,1.26841E+12,2.714,8392
693,33.03,4166,375.9,66.57,1.01672E+12,3.188,8332
694,20.95,4213,367.7,89.86,1.08683E+12,2.722,8426
695,27.32,4144,369.5,139.29,1.09274E+12,2.658,8288
696,22.45,4201,341.6,106.13,7.91002E+11,2.945,8402
697,29.61,4148,380.1,108.29,1.20393E+12,3.022,8296
698,18.67,4175,357.6,93.61,1.11669E+12,3.214,8350
699,30.26,4258,372.1,102.34,8.33158E+11,2.911,8516
700,25.02,4228,328.5,79.01,1.30949E+12,2.526,8456
701,26.66,4260,347.9,109.14,6.85058E+11,3.056,8520
702,31.15,4101,285.7,78.28,9.31324E+11,2.972,8202
703,34.86,4323,295.9,95.47,1.05608E+12,3.186,8646
704,17.82,4110,400.1,102.9,9.80593E+11,3.028,8220
705,34.02,4213,362.6,112.74,1.01778E+12,3.101,8426
706,31.35,4096,317.3,113.43,8.09751E+11,2.846,8192
707,26.23,4158,332.6,75.37,9.09617E+11,3.182,8316
708,36.42,4227,328.8,93.09,9.47139E+11,3.069,8454
709,29.13,4292,402.5,88.21,1.07539E+12,2.904,8584
710,35.76,4241,353.7,90.6,1.0325E+12,2.761,8482
711,24.44,4193,330.4,87.69,8.06852E+11,2.96,8386
712,22.8,4306,374,89.62,1.02659E+12,3.063,8612
713,35.35,4186,367.4,115.95,8.90977E+11,2.973,8372
714,40.99,4131,384.7,105.92,9.15213E+11,3.1,8262
715,31.8,4236,358.2,64.7,8.37699E+11,3.048,8472
716,33.35,4270,365.3,93.24,1.03375E+12,2.916,8540
717,25.16,4218,347.9,92.8,8.53189E+11,2.672,8436
718,20.05,4188,360.9,90.31,6.73356E+11,3.033,8376
719,26.64,4221,329.3,135.14,1.02017E+12,2.904,8442
720,37,4199,326.6,121.03,1.07666E+12,3.077,8398
721,16.84,4110,353.4,70.72,1.03929E+12,3.013,8220
722,25.03,4318,369.8,116.19,8.09101E+11,2.927,8636
723,16.51,4248,413.7,64.44,7.86445E+11,2.891,8496
724,28.65,4244,358.5,96.12,8.08834E+11,2.93,8488
725,33.25,4099,354.4,76.36,8.51145E+11,2.895,8198
726,20.54,4182,374.1,104.31,9.59373E+11,2.882,8364
727,25.54,4131,317.1,66.3,1.0133E+12,3.106,8262
728,35.95,4130,338.8,98.99,1.14431E+12,3.292,8260
729,27.47,4253,392.3,112.39,1.15496E+12,2.928,8506
730,20.56,4190,351,110.71,7.67966E+11,2.582,8380
731,20.1,4152,362.8,117.42,9.88724E+11,2.872,8304
732,15.91,4215,345.4,88.1,8.03762E+11,3.214,8430
733,32.64,4223,364.9,91.44,1.03605E+12,2.787,8446
734,23.52,4219,407.7,71.59,8.18996E+11,3.203,8438
735,34.3,4202,331.1,86.1,7.70258E+11,2.694,8404
736,33.2,4168,362.4,106.26,7.70449E+11,3.086,8336
737,24.04,4217,339.7,114.7,1.09102E+12,2.982,8434
738,24.83,4301,362.9,83.75,7.74725E+11,2.954,8602
739,32.67,4188,357.2,110.42,8.71984E+11,3.336,8376
740,28.9,4110,389.4,121.58,9.70316E+11,3.281,8220
741,29.61,4222,374.7,89.61,1.0393E+12,3.202,8444
742,18.12,4254,325.7,102.86,1.20489E+12,3.167,8508
743,33.39,4194,364.8,80.13,9.65982E+11,3.301,8388
744,22.75,4298,370.8,85.55,8.48966E+11,3.229,8596
745,14.38,4167,357.4,116.37,1.02598E+12,2.981,8334
746,24.3,4213,350.5,87.99,8.37845E+11,2.951,8426
747,30.53,4200,310,124.65,1.09647E+12,2.754,8400
748,40.58,4120,354.3,77.24,1.1403E+12,2.761,8240
749,25.76,4113,364,99.01,1.18542E+12,2.444,8226
750,20.02,4263,382.8,84.48,8.09716E+11,3.085,8526
751,40.74,4201,345.2,76.65,1.00856E+12,2.885,8402
752,28.96,4062,325.1,119.18,1.01345E+12,3.23,8124
753,26.43,4188,350.9,99.19,1.06465E+12,2.58,8376
754,21.54,4243,361.5,75.48,1.05921E+12,2.747,8486
755,21.98,4247,353.6,91.83,9.95487E+11,2.904,8494
756,36.87,4201,311.3,81.13,1.01965E+12,2.886,8402
757,26.38,4251,347.5,120.51,9.67779E+11,3.116,8502
758,24.77,4116,343.7,98.59,8.32248E+11,3.669,8232
759,24.94,4064,315.5,100.3,1.06063E+12,2.891,8128
760,37.41,4167,347.8,97.53,8.28267E+11,3.284,8334
761,24.46,4094,324.2,97.13,1.04058E+12,3.097,8188
762,31.77,4242,339,89.41,9.791E+11,2.712,8484
763,29.6,4251,372.2,74.12,8.75793E+11,2.838,8502
764,29.44,4068,377.4,129.83,1.04658E+12,2.793,8136
765,22.74,4184,368.6,102.36,1.19745E+12,2.475,8368
766,31.95,4078,364.4,113.66,1.11103E+12,3.106,8156
767,37.65,4230,310.8,96.84,8.39958E+11,2.736,8460
768,27.69,4193,330.9,99.37,1.17009E+12,2.691,8386
769,22.48,4211,355,85.18,9.15454E+11,3.312,8422
770,20.25,4088,397.7,96.52,1.10074E+12,2.69,8176
771,29.14,4273,356.4,101.52,1.01849E+12,3.035,8546
772,26.37,4229,320.8,86.56,1.09865E+12,2.843,8458
773,27.37,4217,331.6,89.39,1.12935E+12,2.601,8434
774,28.07,4252,344.6,114.59,1.06261E+12,2.926,8504
775,19.15,4155,383.8,82.41,1.13001E+12,2.984,8310
776,32.69,4175,375.4,87.15,9.89625E+11,2.825,8350
777,29.41,4236,355.6,93.23,1.12042E+12,3.091,8472
778,27.55,4214,341.8,87.98,9.35647E+11,2.929,8428
779,29.39,4090,326.8,105.46,8.75953E+11,2.71,8180
780,33.56,4199,340.3,79.34,1.05693E+12,3.322,8398
781,28.32,4201,336.3,93.25,1.0648E+12,2.986,8402
782,22.9,4145,333,87.24,8.30404E+11,2.663,8290
783,35,4149,349.7,99.15,9.18197E+11,2.981,8298
784,25.4,4127,355.3,105.6,6.54811E+11,2.848,8254
785,23.65,4215,336.8,148.45,9.79437E+11,2.994,8430
786,18.63,4081,398.9,109.53,8.97933E+11,2.631,8162
787,28.05,4132,340.9,94.03,1.10475E+12,2.969,8264
788,21.71,4257,337.7,70.79,1.03606E+12,3.241,8514
789,24.89,4263,311.9,93.11,7.38641E+11,2.968,8526
790,30.7,4290,351.7,83.07,1.26508E+12,2.951,8580
791,28.2,4191,410.8,91.01,9.37752E+11,3.034,8382
792,34.1,4207,343,101.7,1.06412E+12,2.772,8414
793,29.83,4288,367.8,104.17,1.0145E+12,2.886,8576
794,25.58,4223,380.8,104.14,1.05079E+12,2.888,8446
795,26.02,4243,394.5,91.67,1.19203E+12,2.953,8486
796,24.96,4220,385.3,93.81,9.40284E+11,2.922,8440
797,31.88,4210,324.9,121.71,7.47358E+11,3.311,8420
798,28.13,4187,366.6,97.54,9.46059E+11,2.962,8374
799,25.53,4103,385.4,75.55,1.13106E+12,3.007,8206
800,33.07,4158,372.3,109.76,9.12297E+11,2.998,8316
801,28.58,4065,343,101.45,9.81307E+11,3.226,8130
802,25.21,4266,346.3,80.82,9.46899E+11,3.07,8532
803,18.93,4200,347.1,81.32,1.05082E+12,3.249,8400
804,30.62,4223,317.4,90.84,1.042E+12,2.971,8446
805,29.43,4053,355.3,63.95,1.0684E+12,3.136,8106
806,28.31,4170,400.8,129.35,8.68759E+11,3.014,8340
807,25.4,4184,368.2,131.86,8.1899E+11,3.128,8368
808,23,4228,367.2,87.88,8.65582E+11,2.809,8456
809,26.64,4301,337.5,76.62,1.14636E+12,2.624,8602
810,29.39,4208,324.5,84.2,8.74115E+11,3.162,8416
811,27.23,4193,347.2,66.07,9.80872E+11,2.749,8386
812,27.13,4257,364.5,107.13,8.85809E+11,3.262,8514
813,25.19,4226,332.9,77.8,1.04574E+12,2.991,8452
814,30.03,4217,357.5,82.4,6.72443E+11,2.932,8434
815,29.4,4135,357.5,103.22,1.06515E+12,2.734,8270
816,23.49,4230,394,106.25,9.87581E+11,3.06,8460
817,32.56,4230,359.5,78.35,9.40415E+11,3.072,8460
818,32.75,4176,397.6,85,1.18383E+12,3.165,8352
819,32.88,4149,368.5,101.1,1.06E+12,3.123,8298
820,27.22,4196,324.5,98.01,7.83947E+11,3.226,8392
821,26.84,4123,360.3,100.56,1.28104E+12,3.005,8246
822,21.04,4291,368.4,97.12,9.56028E+11,2.829,8582
823,32.53,4250,340,72.76,1.01825E+12,2.89,8500
824,15.19,4256,361.7,97.58,1.00672E+12,3.067,8512
825,25.65,4379,405.3,90.42,1.10724E+12,3.037,8758
826,25.96,4276,326.4,125.52,8.47521E+11,3.461,8552
827,33.14,4137,345.1,82.74,6.84259E+11,3.496,8274
828,28,4176,371.8,115.82,9.51715E+11,3.26,8352
829,22.21,4205,337.3,117.6,1.17999E+12,2.945,8410
830,19.44,4191,338.6,112.47,9.97731E+11,2.928,8382
831,23.63,4152,385.3,105.74,8.63343E+11,3.267,8304
832,28.64,4242,358.3,113.41,8.28339E+11,2.737,8484
833,28.33,4188,331.1,110.92,1.02721E+12,3.322,8376
834,26.81,4153,350.6,107.8,1.02258E+12,3.1,8306
835,23.89,4164,353.1,115.69,1.47963E+12,3.367,8328
836,26.74,4240,356.8,99.07,1.06226E+12,3.061,8480
837,33.99,4135,365.1,83.58,1.08792E+12,2.91,8270
838,21.4,4173,324.9,125.33,9.69616E+11,2.858,8346
839,28.2,4240,385.8,77.62,9.12772E+11,3.011,8480
840,37.71,4253,329,103.91,1.09874E+12,2.666,8506
841,31.33,4100,374.8,117.19,1.0434E+12,3.03,8200
842,25.26,4117,380.3,104.56,9.85069E+11,3.011,8234
843,31.97,4277,345.7,79.34,9.71847E+11,2.863,8554
844,23.49,4111,349.5,86.79,1.16039E+12,3.055,8222
845,28.04,4257,372.9,71.26,1.07007E+12,2.746,8514
846,37.32,4236,379.6,98.69,1.08369E+12,3.375,8472
847,39.36,4180,364,124.47,1.12365E+12,2.825,8360
848,17.75,4175,313.7,72.59,9.05664E+11,3.043,8350
849,32.2,4329,342.6,85.12,1.17678E+12,2.786,8658
850,39.69,4333,380.5,80.11,1.13914E+12,3.057,8666
851,24.73,4270,317.7,108.2,1.07063E+12,2.659,8540
852,29.55,4172,324,85.84,1.25181E+12,2.725,8344
853,37.04,4131,367.3,115.67,8.41213E+11,2.994,8262
854,25.04,4070,338.8,111.23,1.161E+12,2.96,8140
855,30.71,4090,344.9,130.89,1.22996E+12,3.25,8180
856,27.64,4214,345.3,118.28,1.06336E+12,3.005,8428
857,16.45,4297,340.6,95.93,1.1319E+12,3.076,8594
858,30.08,4264,364.4,82.87,1.21274E+12,3.244,8528
859,26.9,4295,390,104.98,1.03628E+12,3.312,8590
860,33.57,4144,331.6,83.88,8.48726E+11,3.169,8288
861,40.56,4236,356.6,88.61,6.78931E+11,2.899,8472
862,32.1,4219,337.5,88.84,7.61826E+11,2.968,8438
863,25.8,4230,373.2,112.42,8.82903E+11,3.03,8460
864,30.7,4178,349.9,86.86,1.07859E+12,2.821,8356
865,29.21,4094,419,97.05,1.07962E+12,3.11,8188
866,34.14,4247,364.1,77.97,8.13782E+11,2.994,8494
867,19.37,4262,361.1,91.3,6.47053E+11,3.013,8524
868,21,4300,389.9,80.68,7.08589E+11,3.206,8600
869,15.73,4155,344.6,120.17,7.08797E+11,2.771,8310
870,31.64,4292,341.2,71.11,1.03607E+12,3.252,8584
871,27.89,4167,359.4,96.76,8.37619E+11,3.04,8334
872,24.16,4286,341.5,99.56,1.08381E+12,3.123,8572
